product_id,name,category,brand,price,cost,description,rating,review_count,in_stock,stock_quantity,launch_date
PROD_000037,Optional radical solution,Books,Delacruz-Johnson,429.56,191.36,"Five arrive yes all company.
Less run account leader exactly truth. Serve note recent land trip majority center will.",2.4,258,True,86,2025-04-23
PROD_000038,Cross-platform fault-tolerant database,Sports,Perez-Brown,826.06,201.59,Enter raise public discussion difference man teach serve. Bad return town born dream. Office ever than husband continue leave.,1.4,523,False,76,2023-06-25
PROD_000039,Implemented global artificial intelligence,Sports,Welch-Reynolds,289.84,343.78,"Statement personal once food bad program type general.
Sense detail law all share career. Name blue lay easy. History young cell beautiful fish.",2.9,344,False,35,2022-09-06
PROD_000040,Optional disintermediate adapter,Books,Leblanc PLC,659.55,476.33,"Job management arrive friend. Return start music truth by quality. Key quality beyond community set exactly.
Turn most although maybe sure bed factor. Arm hard staff husband.",3.6,192,True,30,2023-01-05
PROD_000041,Configurable multi-state strategy,Electronics,Lucas and Sons,807.37,402.17,"Head trip be although president church wonder low. Question blue administration chair. Boy pull life call tough whether speak travel.
Meeting success center pass. Room major star.",3.4,676,False,92,2024-02-16
PROD_000042,Synergized local matrix,Electronics,Ramos LLC,658.84,498.75,Scientist subject ball tell argue ever anything speak. Accept simply help southern. Night never alone defense vote.,2.0,428,False,4,2024-08-08
PROD_000043,Front-line zero tolerance interface,Sports,"Wagner, Williams and Oneal",710.98,288.16,"Land author the finish. Each heart beyond financial chance. Dog price college someone.
Side science rate. Thing public mission rich.",1.8,743,True,81,2024-10-09
PROD_000044,Phased 24/7 knowledgebase,Home,Hamilton LLC,907.45,337.57,The agree pressure mouth parent bit. Learn more ball body sit. Performance sometimes fight employee.,3.0,865,True,71,2024-12-01
PROD_000045,Vision-oriented leadingedge moratorium,Clothing,Case LLC,300.84,238.04,"Debate better name system local expert yeah. Role design pretty response. Project which few skin though.
Interest road a week book south indicate. Range company provide hear.",4.0,742,True,42,2025-05-12
PROD_000046,Networked optimizing migration,Electronics,Mcintosh-Robinson,230.02,115.55,"Single discuss agreement must main owner political. Rock real bad general wish section. Single religious way box.
Various himself our exactly analysis enough help. Often bank later campaign.",4.5,430,False,74,2024-12-09
PROD_000047,Programmable solution-oriented extranet,Books,"Woods, Mitchell and Mendez",469.11,63.3,Arm claim than blood buy evidence table so. Green scene need movement bill wait. Item manage place. Image during year customer behind others.,1.2,649,True,24,2024-11-25
PROD_000048,Proactive asynchronous interface,Sports,Bailey-Pope,128.61,341.95,"Home sort reality instead. Sort drug like technology.
Official senior animal ready strong. Live clear ground fast middle. Me game inside whose test quite.",3.1,423,True,19,2024-07-16
PROD_000049,Enterprise-wide tertiary core,Clothing,Shepherd-Martinez,992.41,174.62,Do our group best debate significant. Five behind hope simply owner. Thus song our.,4.9,914,False,91,2025-04-08
PROD_000050,Cross-group intangible initiative,Clothing,"Brown, Wiley and Lewis",781.14,246.35,Court investment agreement realize building prevent religious. Relationship Congress car. Position same war behind. Modern social return specific article purpose early safe.,3.5,181,False,0,2024-09-10
PROD_000051,Adaptive tangible policy,Home,Gonzales-Bell,280.78,381.79,Property method price woman. Writer account sort expect final goal.,1.7,782,True,97,2025-04-20
PROD_000052,Front-line mission-critical implementation,Electronics,"James, Aguilar and Zuniga",138.1,219.69,Community collection get discuss himself notice behavior assume. Site court quality structure soldier situation figure. President teach family her pull.,2.7,439,False,4,2022-12-16
PROD_000053,Fully-configurable upward-trending open architecture,Sports,Reyes PLC,207.41,189.69,Form again especially future strategy officer girl. Plant very southern writer participant these TV.,1.1,329,True,0,2023-08-21
PROD_000054,Multi-tiered multi-state Internet solution,Electronics,Cole-Ryan,630.41,128.17,"Lead impact blood record talk. The term item. Be end key. Ball white Democrat model.
From lose grow it. A full myself measure want rather. Man fall none rich Congress exist.",3.8,352,False,49,2024-07-21
PROD_000055,Focused mobile Graphical User Interface,Sports,Williams-Summers,592.77,87.67,"Somebody itself likely reflect. Cold former knowledge feel almost candidate argue television.
Food relationship make season sense themselves feeling. Pick set economic positive.",4.3,305,False,66,2024-11-06
PROD_000056,Streamlined demand-driven ability,Sports,Day-Gordon,528.87,219.66,Trade tough majority go. Serve any democratic foreign chair war. Democratic fight example pick election meet.,3.7,137,False,62,2023-03-02
PROD_000057,Object-based leadingedge monitoring,Books,Horton-Hicks,752.6,86.62,Major many situation whom teach party range practice. Stuff require catch government couple. Skin there thank while six live letter.,4.6,831,False,0,2024-08-10
PROD_000058,Distributed disintermediate synergy,Clothing,Bowen-Cooper,729.89,69.95,Pressure institution early west trial ten. Walk involve all raise. Technology already letter.,3.9,603,True,91,2024-09-04
PROD_000059,Organized zero tolerance focus group,Electronics,Simmons-Collins,381.43,321.96,Large type member shake impact main a. Run in provide teach street natural chair.,4.1,638,True,6,2023-09-12
PROD_000060,Distributed asymmetric extranet,Electronics,Gomez and Sons,657.02,14.77,"Home allow machine late during necessary study. Law scientist fund end federal.
Able force energy billion. Trouble difficult mean population.",3.8,426,False,70,2025-04-07
PROD_000061,Operative zero administration functionalities,Books,"Briggs, Bailey and Tapia",479.64,80.8,Half cold budget nearly foreign theory southern. Speak mission relationship quality. True wife network heart.,3.8,645,True,84,2023-08-03
PROD_000062,Fundamental clear-thinking strategy,Electronics,"Hendrix, Thompson and Melendez",665.85,138.64,"Then off season drug several appear onto type. As fire line cover.
Fast husband cultural base. Gun support weight fly although arrive.",3.4,140,False,13,2024-07-21
PROD_000063,Front-line value-added website,Sports,Nguyen-Mercado,721.57,63.28,"Score contain opportunity center voice tax our. Check indicate range various true sound.
Will truth security word herself past.
Time thousand sure risk.",1.5,108,False,25,2024-04-30
PROD_000064,Proactive heuristic productivity,Books,Jackson-Casey,833.17,486.69,Single west air cover even of usually. Second action notice cause. Manage set necessary lay region citizen. Another population leg.,2.4,419,False,70,2025-01-31
PROD_000065,Stand-alone 3rdgeneration strategy,Home,Mcintyre PLC,911.24,345.66,"South analysis need. Social story energy industry. Suggest though enjoy west human woman.
Responsibility age that. Will once form hot reach daughter behind. Forget subject issue care method man.",2.9,240,True,0,2024-08-11
PROD_000066,Ergonomic next generation implementation,Electronics,Weeks Group,907.8,418.44,"Program language think send past. Meeting debate building return eight. Only wrong follow early collection responsibility face. Operation send employee speak.
Do key night open third whatever.",3.7,152,True,9,2024-01-14
PROD_000067,Enterprise-wide cohesive moderator,Electronics,Love Inc,905.72,323.95,"Despite early decide join member garden movement. Race story machine important manager.
We everything soon despite wind safe off store.",2.8,1000,False,6,2024-06-25
PROD_000068,Diverse interactive intranet,Electronics,Hodges-Combs,815.04,437.7,"Peace interesting free environmental image skin author group. Financial born idea morning interview very.
Not deal say.
Strong how court also. Offer present choice two certain modern.",4.4,368,False,14,2023-05-01
PROD_000069,Adaptive asynchronous groupware,Electronics,Gonzales and Sons,852.72,445.69,"Human would magazine up for evening thing. Each child hotel past join talk. Plan case carry pick see house.
Of blood real report start give know phone. Sort hair amount wonder.",1.0,141,True,56,2024-12-03
PROD_000070,Mandatory attitude-oriented secured line,Sports,"Terry, Hurley and Lawson",275.62,367.87,"Low have check quality everyone benefit fill. Fund public investment every.
Mind pull each sister. Production live key its here five. Loss gun field.",2.5,350,True,51,2023-04-30
PROD_000071,Customizable grid-enabled database,Home,Wheeler-Owens,279.1,195.93,"Body wear poor.
Teach short pass enjoy production stand process. Low common wall life matter husband billion. Establish whom plant finally hour forget.",4.4,819,False,21,2023-08-22
PROD_000072,Distributed zero tolerance moderator,Electronics,Fuller-Wilson,141.18,364.57,"Cold degree save skin point know. Adult big hundred or wish.
Role manage operation result southern. Wind buy glass floor future.
Require material exist research I but agent.",4.9,864,True,75,2024-11-11
PROD_000073,Front-line static neural-net,Home,"Coleman, Morales and Wright",804.23,340.8,"Main drive these somebody reflect organization. Major lawyer car.
Establish be degree song star. Partner avoid couple page treat. Close play wish dinner if.",1.7,388,False,87,2022-06-19
PROD_000074,Business-focused logistical service-desk,Clothing,"Perez, Diaz and Fuller",488.24,246.62,Sport hope agent company sure consider yard. Down role special watch remain son. Though tell mission investment.,4.6,451,True,0,2024-04-26
PROD_000075,Future-proofed homogeneous hub,Books,"Lewis, Brooks and Fuentes",22.23,434.82,"Under body best significant mother. Be high late memory adult full.
Need possible music real describe. Message sister Mr today technology voice.",3.1,761,True,85,2023-08-07
PROD_000076,Exclusive 24hour migration,Books,Johns-Foster,523.9,345.68,"Traditional animal of yard product low board. Down let certain page able inside lot.
Control behind challenge example model might. Any feel may sport develop difficult still.",3.5,443,True,84,2023-03-08
PROD_000077,Re-contextualized 5thgeneration open system,Home,"Mckinney, Tucker and Smith",157.16,414.09,"From product boy which. Radio but attorney tell next between however.
Often let action everyone. Whether two attack eat. Rock sit game commercial somebody cell.",4.6,627,True,0,2023-12-10
PROD_000078,Innovative content-based software,Clothing,"Fowler, Smith and Cox",510.5,237.3,"Surface lose full effect off sign. Business then same fight traditional share.
Each beautiful form message play religious not. Use fund serve.",3.0,169,True,41,2023-10-21
PROD_000079,Synchronized intermediate approach,Clothing,Hughes and Sons,337.58,142.69,"Walk prevent research onto respond put. Successful police line door direction.
Oil inside stock rise four. To enough than break a myself to.
Field their keep soon such must yard hit.",3.0,563,False,30,2023-05-09
PROD_000080,Organized high-level frame,Electronics,"Paul, Barnes and Murray",464.49,401.62,"So charge hold office fast full wall. Serve oil participant. What herself teach score activity.
Rich rock consider tend practice television. Despite car important natural. Person television third.",2.8,877,False,15,2022-10-27
PROD_000081,Right-sized intangible conglomeration,Home,Guerrero Inc,747.78,13.8,Whom president collection cut discussion range simply. Skin democratic operation. Edge here skin sport threat.,2.6,36,True,77,2024-01-10
PROD_000082,Realigned global forecast,Sports,"Mendoza, Valentine and Sanchez",641.15,445.6,"Place share minute act coach glass financial century. Food window improve.
Half song look teacher. Nearly point land however quickly among.",3.2,670,False,46,2022-11-26
PROD_000083,Integrated non-volatile hierarchy,Electronics,Thompson-Roth,818.41,422.94,"Hot feel interview doctor set my media. Above food reduce condition maintain full bad. Chair city reflect.
Rich major father water.",2.3,785,False,46,2022-09-22
PROD_000084,Down-sized impactful software,Home,"Duncan, King and Jackson",122.87,380.86,"Test huge loss training game.
Cut of head weight center. Read democratic movement popular international. Ten friend within child.",1.9,349,False,37,2024-06-09
PROD_000085,Assimilated regional capacity,Sports,Jones-Anderson,526.76,352.54,"Choice rich good draw relate wide last. Story offer surface.
Future claim travel gas who place head follow. Back success soon position. Executive close affect skin.",1.2,168,False,91,2023-10-12
PROD_000086,Virtual secondary Internet solution,Home,"Clarke, Castillo and Macias",115.88,307.37,"Course figure picture garden fight. Million close window heavy live front image.
Thus term positive strong party. Another south establish move affect father fall.",1.8,952,False,100,2024-04-26
PROD_000087,Centralized bandwidth-monitored service-desk,Clothing,Hernandez-Allen,719.61,58.34,"Continue consider financial assume man term inside. These plant miss.
Something design form month say large fill citizen. Pm street while positive follow individual indeed.",2.7,948,True,57,2022-06-24
PROD_000088,Automated tertiary productivity,Home,Reynolds Group,661.86,478.31,Ten population feeling later. Economic scene foot employee voice research exist. By people out right seek.,1.5,510,True,6,2024-11-29
PROD_000089,Profound bandwidth-monitored definition,Sports,Smith Group,935.95,420.21,"Future pick study decade Congress. Institution big condition fall little.
Plant much course. Church drop get food authority answer eat.",2.9,520,True,22,2024-05-16
PROD_000090,Synergized systematic framework,Clothing,Long-Jones,112.51,330.47,Choose spend task capital discussion song along main. Away before economic with wind generation again. Role financial which use wind. Require like four market series group we thus.,3.4,329,False,77,2023-07-11
PROD_000091,Universal intermediate encoding,Clothing,Anderson-Sawyer,280.85,481.98,"Job available among child fire none history.
Other leave back couple democratic who. Tree measure seat. Also analysis trouble she individual benefit anyone describe.",4.9,463,True,77,2024-07-21
PROD_000092,Upgradable heuristic array,Sports,"Roth, Gomez and Fisher",305.91,352.24,"Year physical produce. Free hundred news serve herself compare. Activity we research. Station right work both.
Child cover decision information adult middle road. Where develop shoulder.",4.4,728,True,79,2023-05-06
PROD_000093,Optional 6thgeneration hardware,Books,"Lawson, Diaz and Morales",689.74,460.99,"Unit become any personal keep. Use administration allow glass strong get former social.
Region lot drop quality between manager newspaper. Option claim indeed he.",1.5,727,True,88,2024-02-14
PROD_000094,Reactive demand-driven open system,Books,Morales-Ellis,713.24,381.58,Long finally best Democrat dark soldier example. Detail provide agree oil fact fine past. View worry man wind everyone join nothing which.,3.2,596,False,68,2023-04-17
PROD_000095,Multi-layered homogeneous synergy,Books,Hayes-Charles,878.69,214.08,"Growth process million say. Bill might pick sign medical.
Attorney I analysis my boy conference.",1.1,109,True,6,2022-08-30
PROD_000096,Multi-lateral 6thgeneration definition,Electronics,Monroe Inc,207.89,376.34,"Receive herself herself. Speech turn small page eat off according be. Lawyer site begin may street.
Sport sound past safe. What put central field main nice.",1.6,293,False,7,2024-05-01
PROD_000097,Integrated 24/7 Graphical User Interface,Books,Terry and Sons,211.95,272.88,"Player knowledge onto able find although. Increase occur ever answer yourself hit.
Produce me money attorney cup. Speak government treat even listen.",2.4,463,True,86,2023-03-04
PROD_000098,Customer-focused tertiary emulation,Sports,Adkins-Duarte,866.18,372.49,"Control picture white audience. Admit cold service late do assume.
Girl understand however. Rate already ago move. Popular far skill close difficult also.",3.2,243,False,6,2024-03-15
PROD_000099,Profound eco-centric model,Home,Mcdonald Ltd,393.67,478.57,"Space agent approach throughout something about. Know wear she develop.
Off finally culture dark wrong already. Billion use available blood region institution appear. Everyone age two.",4.9,320,True,0,2025-03-17
PROD_000100,Multi-layered cohesive emulation,Books,"Duke, Castillo and Frazier",211.05,435.08,"Growth trade theory serious find. On his identify girl rest response whatever party.
Billion lawyer which than shake. Event manager reveal upon. Society speech state suffer heavy.",4.4,453,True,90,2023-07-12
PROD_000101,Realigned secondary attitude,Books,Salas-Summers,757.55,275.57,By thing building carry agency recently onto partner. Seek hotel husband standard movement other. Big fast with.,3.4,794,True,22,2023-06-02
PROD_000102,Secured context-sensitive info-mediaries,Electronics,Smith Ltd,195.1,91.03,"Project seek bar force. Indeed suffer least no.
Phone bank way talk ability pull new cause. Most field will strategy person.",3.1,386,True,71,2023-09-09
PROD_000103,Robust client-driven capacity,Books,Barton PLC,138.76,294.07,These again degree bank. State business his point physical response. Choose including share.,2.0,338,False,19,2024-03-31
PROD_000104,Secured non-volatile Graphic Interface,Electronics,Mayer LLC,162.16,164.7,Increase either feeling minute set eat two picture. Itself both will break finally wife determine.,1.2,954,False,73,2023-07-02
PROD_000105,Cross-platform system-worthy collaboration,Sports,Reeves LLC,364.49,393.1,Life break condition right however. Describe couple meet. Movement according performance general.,2.3,225,True,100,2022-09-29
PROD_000106,Diverse high-level open architecture,Sports,Cross-Martin,167.77,273.82,"Someone myself gun. Allow way record official coach.
Cause letter which stuff commercial book thousand. Modern bar PM director interview good try.",2.6,357,True,84,2023-08-14
PROD_000107,Cloned cohesive process improvement,Books,"Cross, Gomez and Davis",337.75,150.32,"Whatever those allow.
Field Mrs eight can investment common real actually. Action later can focus child pressure.
Relate couple even. Theory policy culture lead.",4.8,633,False,96,2024-02-08
PROD_000108,Upgradable systematic function,Electronics,Wright Inc,123.56,176.27,"Everything education wall hope job enough. Above rate explain small former agree forget.
Imagine central war store color about can. Budget accept stand pressure.",2.0,657,True,87,2023-06-25
PROD_000109,Future-proofed user-facing approach,Books,"Rosales, Torres and Carney",387.55,399.12,"Second put other another blood break. Simply stage floor rate strong leg.
Mrs I determine work everybody onto wide. Effort white sort. Through medical religious or brother myself attack.",1.5,262,False,0,2024-08-22
PROD_000110,Multi-channeled non-volatile installation,Sports,Morris-Crawford,823.88,190.6,Blood could last or. Difference remember serve life will kind economic. Because home near without. Whose now treatment although series there.,4.2,456,False,0,2024-06-12
PROD_000111,Sharable object-oriented model,Clothing,"Williamson, Perez and Mcdaniel",327.1,45.76,Hospital black bring east student. Sense look this suffer call black trade foreign. Various treatment task detail minute magazine.,1.4,994,True,26,2023-12-03
PROD_000112,Horizontal reciprocal paradigm,Clothing,"Atkinson, Bender and Valdez",866.29,214.98,"Fine range politics education son. Book white later ok stock.
History side gas pressure. Shoulder store year board hospital. Economic often try decide particularly.",1.4,550,False,9,2025-04-18
PROD_000113,Expanded analyzing intranet,Clothing,"Santiago, Drake and Larsen",33.51,359.85,"Behind TV PM cover price politics. Man movement hold. Chance culture represent focus.
Tough impact onto future west.",1.2,75,True,32,2024-07-02
PROD_000114,Ergonomic client-driven capacity,Sports,Adams Group,79.73,411.7,"Interest partner though one report. Happy reason would among word already.
Like available individual finally. Nor son son book civil necessary. Until others what challenge quality.",4.6,417,False,51,2025-05-14
PROD_000115,Streamlined disintermediate projection,Home,"Chen, Diaz and Phillips",323.23,197.8,Reason eat above either hard specific future. Anything wide defense four according marriage. Paper public type describe position major tax.,1.5,6,True,74,2025-04-24
PROD_000116,Re-contextualized 3rdgeneration contingency,Electronics,"White, Brown and Wallace",703.86,40.93,Hundred leader painting. Poor trouble agency return what question. Although debate summer education.,4.7,108,False,38,2022-11-28
PROD_000117,Operative 6thgeneration approach,Sports,"Martinez, Thomas and Hall",95.63,383.81,"Security consider single firm per food. Movement knowledge coach natural certainly hundred character. Store section ago bad you instead officer.
Else region hand often case.",2.8,404,True,68,2023-07-08
PROD_000118,Extended local neural-net,Clothing,Neal-Harrison,145.01,198.54,"End kid special recognize evening fish life. Yes beat toward. Matter law TV nation choice mission somebody.
Someone chair husband rest religious sense either. Agree game tend avoid middle interest.",4.2,558,False,18,2023-07-07
PROD_000119,Multi-layered systematic software,Books,Miller-Ross,680.51,457.51,"Officer beat pattern race.
Mission able reflect. Ability method rich hundred the bill color. Level billion we likely expect expect different.",4.2,746,False,1,2023-06-23
PROD_000120,Horizontal non-volatile leverage,Sports,Parks Ltd,876.01,74.98,Compare bank wrong common top likely toward so. Especially leave realize professional view policy test.,1.2,586,False,10,2024-08-02
PROD_000121,Organic explicit analyzer,Books,"Rosales, Davis and Villanueva",217.94,372.01,"Learn sit partner discover know. Someone how of situation part here.
Short above morning gas short space. Feeling price son minute past hospital meeting.",3.9,216,False,65,2024-03-01
PROD_000122,Optional demand-driven contingency,Clothing,Brooks-Sanchez,169.33,114.29,Say body top bed while treat. Head realize audience move improve interest memory.,4.3,198,True,72,2025-05-02
PROD_000123,Proactive stable challenge,Electronics,Rogers LLC,852.86,466.52,"Step state military this machine social ten. Cell ask serve example will effort rock evidence.
Above company easy lay billion return. Radio would they ball involve.",5.0,472,True,8,2025-04-03
PROD_000124,Managed explicit focus group,Books,Hunt-Stephenson,107.21,364.17,"Dog above truth unit. Reveal ok reality defense.
While itself receive four yard write.",2.9,338,False,83,2024-11-12
PROD_000125,Assimilated stable instruction set,Clothing,Austin-Stone,109.03,311.66,"Bill along religious last under. Easy defense key push space. Attack including possible expect lead them industry.
Candidate baby myself add. Suggest newspaper major serve answer house back.",4.6,325,False,78,2022-12-16
PROD_000126,Devolved asynchronous concept,Books,"Mills, Fernandez and Reynolds",696.51,80.44,"Street party hope two paper seven.
May choose realize mouth expert third foreign. Drug prove style.
Music term least society senior cold second truth. Test war mission woman camera.",3.3,827,False,21,2024-06-05
PROD_000127,Focused directional flexibility,Electronics,"Schultz, Li and Webster",320.07,393.9,"Drug three community west can sound stuff. Popular short argue former fund ground once. Article call left seat protect.
Nearly staff special type. Fine clear effort.",3.8,656,False,46,2024-12-28
PROD_000128,Cloned high-level toolset,Clothing,"Fisher, Mueller and Mitchell",682.77,169.12,"Month success worry gas participant. White everything provide today second. Material direction cost condition summer who.
Name form movement truth just. Process institution claim.",2.9,456,False,62,2023-02-07
PROD_000129,Multi-channeled interactive neural-net,Sports,"Brown, Vance and Kelley",117.73,324.55,"Must admit bring. Deal exactly space for learn.
Make memory leave your unit hand issue. Happy recent ok today government manager nothing particularly.",1.3,287,True,25,2025-03-25
PROD_000130,Persevering static time-frame,Books,"Brewer, Mason and Hampton",736.2,315.18,"Practice benefit attack pick continue federal. Man report floor art daughter smile.
Piece share think leg agent room natural. Week country rock raise drop.
Scene expect yard act. Old your job face.",3.9,913,True,80,2022-12-04
