item_id,order_id,product_id,quantity,unit_price,line_total,discount_amount
ITEM_00000034,ORD_00000013,PROD_000005,3,830.51,2491.5299999999997,32.1
ITEM_00000035,ORD_00000014,PROD_000025,3,48.38,145.14000000000001,5.47
ITEM_00000036,ORD_00000014,PROD_000299,1,330.67,330.67,19.98
ITEM_00000037,ORD_00000014,PROD_000432,3,223.53,670.59,7.84
ITEM_00000038,ORD_00000015,PROD_000021,2,403.37,806.74,86.57
ITEM_00000039,ORD_00000016,PROD_000245,3,63.58,190.74,36.14
ITEM_00000040,ORD_00000016,PROD_000091,2,280.85,561.7,18.2
ITEM_00000041,ORD_00000017,PROD_000411,5,872.41,4362.05,531.74
ITEM_00000042,ORD_00000017,PROD_000412,3,683.41,2050.23,173.09
ITEM_00000043,ORD_00000018,PROD_000022,3,527.33,1581.9900000000002,57.32
ITEM_00000044,ORD_00000019,PROD_000148,3,527.47,1582.41,230.98
ITEM_00000045,ORD_00000019,PROD_000337,2,861.54,1723.08,68.57
ITEM_00000046,ORD_00000019,PROD_000306,2,457.38,914.76,95.19
ITEM_00000047,ORD_00000020,PROD_000317,2,819.26,1638.52,204.36
ITEM_00000048,ORD_00000021,PROD_000325,2,789.44,1578.88,2.94
ITEM_00000049,ORD_00000021,PROD_000395,1,186.27,186.27,5.01
ITEM_00000050,ORD_00000021,PROD_000322,4,608.39,2433.56,279.19
ITEM_00000051,ORD_00000022,PROD_000196,1,93.46,93.46,4.03
ITEM_00000052,ORD_00000023,PROD_000149,1,902.58,902.58,41.47
ITEM_00000053,ORD_00000024,PROD_000453,2,902.15,1804.3,71.19
ITEM_00000054,ORD_00000024,PROD_000137,4,112.18,448.72,42.04
ITEM_00000055,ORD_00000025,PROD_000433,1,731.31,731.31,107.37
ITEM_00000056,ORD_00000025,PROD_000113,1,33.51,33.51,4.49
ITEM_00000057,ORD_00000025,PROD_000165,4,208.3,833.2,130.53
ITEM_00000058,ORD_00000026,PROD_000361,3,805.16,2415.48,450.64
ITEM_00000059,ORD_00000027,PROD_000340,1,43.12,43.12,3.77
ITEM_00000060,ORD_00000028,PROD_000089,4,935.95,3743.8,106.32
ITEM_00000061,ORD_00000029,PROD_000125,4,109.03,436.12,53.18
ITEM_00000062,ORD_00000029,PROD_000213,3,466.22,1398.66,210.05
ITEM_00000063,ORD_00000029,PROD_000112,3,866.29,2598.87,129.49
ITEM_00000064,ORD_00000030,PROD_000154,1,690.88,690.88,23.98
ITEM_00000065,ORD_00000031,PROD_000237,3,366.4,1099.1999999999998,46.3
ITEM_00000066,ORD_00000031,PROD_000127,1,320.07,320.07,60.27
ITEM_00000067,ORD_00000032,PROD_000434,2,988.49,1976.98,359.9
ITEM_00000068,ORD_00000032,PROD_000423,5,668.89,3344.45,371.99
ITEM_00000069,ORD_00000033,PROD_000420,3,156.84,470.52,76.79
ITEM_00000070,ORD_00000033,PROD_000159,2,806.32,1612.64,75.79
ITEM_00000071,ORD_00000033,PROD_000011,2,433.32,866.64,46.95
ITEM_00000072,ORD_00000034,PROD_000267,2,659.66,1319.32,12.31
ITEM_00000073,ORD_00000034,PROD_000141,5,368.59,1842.9499999999998,109.1
ITEM_00000074,ORD_00000034,PROD_000041,1,807.37,807.37,152.84
ITEM_00000075,ORD_00000035,PROD_000341,5,150.66,753.3,121.96
ITEM_00000076,ORD_00000035,PROD_000292,1,844.87,844.87,15.35
ITEM_00000077,ORD_00000036,PROD_000223,2,454.88,909.76,174.24
ITEM_00000078,ORD_00000036,PROD_000433,2,731.31,1462.62,85.61
ITEM_00000079,ORD_00000036,PROD_000497,3,603.81,1811.4299999999998,21.19
ITEM_00000080,ORD_00000037,PROD_000117,4,95.63,382.52,70.1
ITEM_00000081,ORD_00000037,PROD_000013,3,494.2,1482.6,195.87
ITEM_00000082,ORD_00000037,PROD_000271,5,714.89,3574.45,330.69
ITEM_00000083,ORD_00000037,PROD_000039,1,289.84,289.84,48.21
ITEM_00000084,ORD_00000037,PROD_000195,4,552.94,2211.76,284.08
ITEM_00000085,ORD_00000038,PROD_000470,4,509.74,2038.96,130.95
ITEM_00000086,ORD_00000038,PROD_000282,3,637.72,1913.16,158.38
ITEM_00000087,ORD_00000038,PROD_000165,5,208.3,1041.5,163.86
ITEM_00000088,ORD_00000038,PROD_000451,5,116.73,583.65,109.23
ITEM_00000089,ORD_00000039,PROD_000132,2,477.37,954.74,176.75
ITEM_00000090,ORD_00000039,PROD_000029,1,761.89,761.89,58.87
ITEM_00000091,ORD_00000039,PROD_000025,5,48.38,241.9,11.0
ITEM_00000092,ORD_00000040,PROD_000067,4,905.72,3622.88,111.65
ITEM_00000093,ORD_00000040,PROD_000201,4,267.2,1068.8,134.44
ITEM_00000094,ORD_00000040,PROD_000022,3,527.33,1581.9900000000002,160.03
ITEM_00000095,ORD_00000040,PROD_000391,1,52.87,52.87,1.9
ITEM_00000096,ORD_00000041,PROD_000344,3,578.22,1734.66,207.74
ITEM_00000097,ORD_00000041,PROD_000124,5,107.21,536.05,83.83
ITEM_00000098,ORD_00000042,PROD_000044,3,907.45,2722.3500000000004,209.77
ITEM_00000099,ORD_00000042,PROD_000467,5,502.29,2511.4500000000003,141.52
ITEM_00000100,ORD_00000042,PROD_000426,3,670.21,2010.63,367.89
ITEM_00000101,ORD_00000042,PROD_000379,2,73.31,146.62,27.77
ITEM_00000102,ORD_00000042,PROD_000053,4,207.41,829.64,41.33
ITEM_00000103,ORD_00000042,PROD_000424,2,410.51,821.02,74.12
ITEM_00000104,ORD_00000043,PROD_000146,1,151.28,151.28,24.04
ITEM_00000105,ORD_00000043,PROD_000042,1,658.84,658.84,17.13
ITEM_00000106,ORD_00000044,PROD_000279,1,99.53,99.53,19.49
ITEM_00000107,ORD_00000045,PROD_000365,1,152.42,152.42,16.18
ITEM_00000108,ORD_00000045,PROD_000109,5,387.55,1937.75,16.26
ITEM_00000109,ORD_00000046,PROD_000022,3,527.33,1581.9900000000002,310.87
ITEM_00000110,ORD_00000046,PROD_000273,5,760.19,3800.9500000000003,316.18
ITEM_00000111,ORD_00000047,PROD_000216,5,24.91,124.55,1.25
ITEM_00000112,ORD_00000047,PROD_000251,1,371.6,371.6,33.77
ITEM_00000113,ORD_00000047,PROD_000393,1,237.75,237.75,41.03
ITEM_00000114,ORD_00000048,PROD_000218,4,504.91,2019.64,117.68
ITEM_00000115,ORD_00000049,PROD_000416,1,300.23,300.23,47.91
ITEM_00000116,ORD_00000049,PROD_000001,2,937.31,1874.62,224.3
ITEM_00000117,ORD_00000050,PROD_000065,3,911.24,2733.7200000000003,56.63
ITEM_00000118,ORD_00000050,PROD_000326,5,838.37,4191.85,517.48
ITEM_00000119,ORD_00000051,PROD_000151,3,700.66,2101.98,74.92
ITEM_00000120,ORD_00000052,PROD_000173,3,895.36,2686.08,394.97
ITEM_00000121,ORD_00000053,PROD_000224,1,736.31,736.31,72.75
ITEM_00000122,ORD_00000054,PROD_000056,2,528.87,1057.74,37.13
ITEM_00000123,ORD_00000055,PROD_000227,4,874.75,3499.0,661.55
ITEM_00000124,ORD_00000055,PROD_000156,3,785.94,2357.82,117.78
ITEM_00000125,ORD_00000055,PROD_000358,5,417.13,2085.65,189.55
ITEM_00000126,ORD_00000055,PROD_000185,2,538.63,1077.26,4.62
ITEM_00000127,ORD_00000055,PROD_000102,3,195.1,585.3,17.52
ITEM_00000128,ORD_00000056,PROD_000163,1,515.43,515.43,38.73
ITEM_00000129,ORD_00000056,PROD_000039,4,289.84,1159.36,157.47
ITEM_00000130,ORD_00000056,PROD_000328,3,99.62,298.86,35.33
ITEM_00000131,ORD_00000056,PROD_000150,4,902.95,3611.8,614.0
ITEM_00000132,ORD_00000057,PROD_000402,2,43.27,86.54,15.73
ITEM_00000133,ORD_00000057,PROD_000333,1,242.88,242.88,33.63
ITEM_00000134,ORD_00000058,PROD_000108,2,123.56,247.12,10.0
ITEM_00000135,ORD_00000058,PROD_000434,3,988.49,2965.4700000000003,174.62
ITEM_00000136,ORD_00000058,PROD_000194,4,941.02,3764.08,660.38
ITEM_00000137,ORD_00000059,PROD_000302,1,836.74,836.74,51.0
ITEM_00000138,ORD_00000059,PROD_000268,5,767.77,3838.85,383.19
ITEM_00000139,ORD_00000060,PROD_000076,5,523.9,2619.5,303.92
ITEM_00000140,ORD_00000060,PROD_000429,3,203.75,611.25,1.44
ITEM_00000141,ORD_00000061,PROD_000131,4,814.51,3258.04,13.56
ITEM_00000142,ORD_00000062,PROD_000140,2,883.2,1766.4,3.65
ITEM_00000143,ORD_00000062,PROD_000482,3,174.95,524.8499999999999,64.44
ITEM_00000144,ORD_00000062,PROD_000226,4,644.48,2577.92,394.91
ITEM_00000145,ORD_00000062,PROD_000253,3,207.68,623.04,8.89
ITEM_00000146,ORD_00000062,PROD_000058,3,729.89,2189.67,82.97
ITEM_00000147,ORD_00000063,PROD_000410,4,147.01,588.04,58.43
ITEM_00000148,ORD_00000063,PROD_000345,5,751.92,3759.6,527.84
ITEM_00000149,ORD_00000064,PROD_000178,2,63.6,127.2,10.11
ITEM_00000150,ORD_00000064,PROD_000394,2,82.78,165.56,5.3
ITEM_00000151,ORD_00000064,PROD_000374,5,646.96,3234.8,479.45
ITEM_00000152,ORD_00000065,PROD_000288,4,632.34,2529.36,117.95
ITEM_00000153,ORD_00000065,PROD_000139,2,521.2,1042.4,94.31
ITEM_00000154,ORD_00000065,PROD_000243,4,733.47,2933.88,278.23
ITEM_00000155,ORD_00000065,PROD_000123,2,852.86,1705.72,54.59
ITEM_00000156,ORD_00000066,PROD_000108,3,123.56,370.68,42.05
ITEM_00000157,ORD_00000066,PROD_000453,1,902.15,902.15,75.48
ITEM_00000158,ORD_00000066,PROD_000452,4,75.57,302.28,21.12
ITEM_00000159,ORD_00000066,PROD_000308,1,346.7,346.7,9.83
ITEM_00000160,ORD_00000067,PROD_000067,5,905.72,4528.6,121.2
ITEM_00000161,ORD_00000067,PROD_000462,3,675.36,2026.08,232.07
ITEM_00000162,ORD_00000068,PROD_000167,2,930.41,1860.82,56.16
ITEM_00000163,ORD_00000068,PROD_000474,3,576.48,1729.44,40.48
ITEM_00000164,ORD_00000068,PROD_000302,3,836.74,2510.2200000000003,463.92
ITEM_00000165,ORD_00000069,PROD_000422,4,993.83,3975.32,173.62
ITEM_00000166,ORD_00000069,PROD_000296,2,240.38,480.76,56.87
ITEM_00000167,ORD_00000070,PROD_000351,3,728.73,2186.19,331.19
ITEM_00000168,ORD_00000070,PROD_000420,5,156.84,784.2,63.08
ITEM_00000169,ORD_00000070,PROD_000427,4,901.16,3604.64,176.17
ITEM_00000170,ORD_00000071,PROD_000181,2,276.7,553.4,71.47
ITEM_00000171,ORD_00000072,PROD_000290,2,117.79,235.58,38.95
ITEM_00000172,ORD_00000072,PROD_000196,3,93.46,280.38,37.24
ITEM_00000173,ORD_00000072,PROD_000144,2,174.67,349.34,2.99
ITEM_00000174,ORD_00000072,PROD_000015,4,159.61,638.44,9.7
ITEM_00000175,ORD_00000073,PROD_000273,3,760.19,2280.57,284.39
ITEM_00000176,ORD_00000073,PROD_000424,1,410.51,410.51,53.06
ITEM_00000177,ORD_00000073,PROD_000036,5,605.12,3025.6,205.52
ITEM_00000178,ORD_00000073,PROD_000138,2,382.88,765.76,31.36
ITEM_00000179,ORD_00000073,PROD_000240,1,362.09,362.09,16.15
ITEM_00000180,ORD_00000073,PROD_000454,5,354.35,1771.75,269.41
ITEM_00000181,ORD_00000074,PROD_000243,1,733.47,733.47,6.4
ITEM_00000182,ORD_00000075,PROD_000425,5,975.84,4879.2,521.52
ITEM_00000183,ORD_00000075,PROD_000339,2,503.17,1006.34,141.77
ITEM_00000184,ORD_00000075,PROD_000297,2,801.56,1603.12,20.59
ITEM_00000185,ORD_00000075,PROD_000448,1,527.88,527.88,18.66
ITEM_00000186,ORD_00000076,PROD_000193,2,525.72,1051.44,19.84
ITEM_00000187,ORD_00000076,PROD_000220,2,807.46,1614.92,252.61
ITEM_00000188,ORD_00000076,PROD_000349,3,268.63,805.89,120.75
ITEM_00000189,ORD_00000077,PROD_000356,5,262.78,1313.8999999999999,174.16
ITEM_00000190,ORD_00000078,PROD_000097,1,211.95,211.95,30.15
ITEM_00000191,ORD_00000078,PROD_000093,5,689.74,3448.7,105.98
ITEM_00000192,ORD_00000078,PROD_000292,4,844.87,3379.48,367.31
ITEM_00000193,ORD_00000078,PROD_000353,5,241.31,1206.55,120.54
ITEM_00000194,ORD_00000079,PROD_000030,4,409.34,1637.36,97.57
ITEM_00000195,ORD_00000080,PROD_000409,1,371.92,371.92,7.73
ITEM_00000196,ORD_00000081,PROD_000186,5,69.43,347.15000000000003,7.62
ITEM_00000197,ORD_00000081,PROD_000437,3,232.27,696.8100000000001,36.53
ITEM_00000198,ORD_00000082,PROD_000374,5,646.96,3234.8,37.84
ITEM_00000199,ORD_00000083,PROD_000035,3,680.91,2042.73,403.98
ITEM_00000200,ORD_00000083,PROD_000135,2,50.01,100.02,16.75
ITEM_00000201,ORD_00000083,PROD_000141,1,368.59,368.59,3.14
ITEM_00000202,ORD_00000083,PROD_000273,4,760.19,3040.76,108.05
ITEM_00000203,ORD_00000084,PROD_000393,5,237.75,1188.75,217.68
ITEM_00000204,ORD_00000084,PROD_000223,4,454.88,1819.52,160.93
ITEM_00000205,ORD_00000084,PROD_000275,5,939.74,4698.7,451.49
ITEM_00000206,ORD_00000084,PROD_000005,3,830.51,2491.5299999999997,259.51
ITEM_00000207,ORD_00000085,PROD_000122,4,169.33,677.32,86.4
ITEM_00000208,ORD_00000086,PROD_000250,3,253.77,761.3100000000001,144.0
ITEM_00000209,ORD_00000087,PROD_000086,4,115.88,463.52,69.43
ITEM_00000210,ORD_00000088,PROD_000435,1,642.41,642.41,76.55
ITEM_00000211,ORD_00000088,PROD_000485,2,570.75,1141.5,49.7
ITEM_00000212,ORD_00000088,PROD_000098,2,866.18,1732.36,38.73
ITEM_00000213,ORD_00000088,PROD_000349,2,268.63,537.26,76.81
ITEM_00000214,ORD_00000089,PROD_000445,4,522.98,2091.92,338.33
ITEM_00000215,ORD_00000089,PROD_000018,2,680.75,1361.5,20.45
ITEM_00000216,ORD_00000089,PROD_000152,2,106.73,213.46,0.73
ITEM_00000217,ORD_00000090,PROD_000442,1,425.31,425.31,3.87
ITEM_00000218,ORD_00000090,PROD_000157,2,350.9,701.8,85.86
ITEM_00000219,ORD_00000091,PROD_000418,5,491.28,2456.3999999999996,106.59
ITEM_00000220,ORD_00000091,PROD_000277,1,393.51,393.51,22.15
ITEM_00000221,ORD_00000091,PROD_000046,4,230.02,920.08,172.54
ITEM_00000222,ORD_00000092,PROD_000407,5,755.35,3776.75,583.5
ITEM_00000223,ORD_00000092,PROD_000022,1,527.33,527.33,9.5
ITEM_00000224,ORD_00000092,PROD_000118,5,145.01,725.05,64.75
ITEM_00000225,ORD_00000093,PROD_000445,4,522.98,2091.92,246.06
ITEM_00000226,ORD_00000093,PROD_000446,5,228.89,1144.4499999999998,223.57
ITEM_00000227,ORD_00000094,PROD_000455,3,821.38,2464.14,283.56
ITEM_00000228,ORD_00000095,PROD_000358,5,417.13,2085.65,40.27
ITEM_00000229,ORD_00000096,PROD_000425,2,975.84,1951.68,200.51
ITEM_00000230,ORD_00000097,PROD_000251,2,371.6,743.2,16.48
ITEM_00000231,ORD_00000097,PROD_000448,5,527.88,2639.4,10.51
ITEM_00000232,ORD_00000097,PROD_000443,2,201.87,403.74,70.67
ITEM_00000233,ORD_00000097,PROD_000192,4,713.32,2853.28,233.87
ITEM_00000234,ORD_00000098,PROD_000215,2,206.73,413.46,58.4
ITEM_00000235,ORD_00000098,PROD_000408,1,882.03,882.03,0.95
ITEM_00000236,ORD_00000098,PROD_000419,2,899.29,1798.58,269.07
ITEM_00000237,ORD_00000098,PROD_000335,5,162.71,813.5500000000001,54.78
ITEM_00000238,ORD_00000098,PROD_000226,5,644.48,3222.4,255.23
ITEM_00000239,ORD_00000099,PROD_000270,1,600.39,600.39,0.46
ITEM_00000240,ORD_00000100,PROD_000256,1,553.3,553.3,36.15
ITEM_00000241,ORD_00000101,PROD_000496,2,933.6,1867.2,100.89
ITEM_00000242,ORD_00000102,PROD_000301,5,486.67,2433.35,437.59
ITEM_00000243,ORD_00000102,PROD_000060,5,657.02,3285.1,466.34
ITEM_00000244,ORD_00000103,PROD_000171,3,418.29,1254.8700000000001,138.83
ITEM_00000245,ORD_00000103,PROD_000065,2,911.24,1822.48,337.12
ITEM_00000246,ORD_00000103,PROD_000403,5,562.89,2814.45,96.21
ITEM_00000247,ORD_00000103,PROD_000116,5,703.86,3519.3,540.08
ITEM_00000248,ORD_00000103,PROD_000372,1,305.87,305.87,3.65
ITEM_00000249,ORD_00000104,PROD_000440,4,974.51,3898.04,416.3
ITEM_00000250,ORD_00000105,PROD_000144,4,174.67,698.68,22.92
ITEM_00000251,ORD_00000105,PROD_000319,4,687.62,2750.48,416.03
ITEM_00000252,ORD_00000105,PROD_000249,2,486.1,972.2,166.79
ITEM_00000253,ORD_00000106,PROD_000234,2,883.99,1767.98,298.38
ITEM_00000254,ORD_00000107,PROD_000096,2,207.89,415.78,73.34
ITEM_00000255,ORD_00000107,PROD_000033,5,960.91,4804.55,585.59
ITEM_00000256,ORD_00000107,PROD_000172,4,676.95,2707.8,364.56
ITEM_00000257,ORD_00000107,PROD_000317,2,819.26,1638.52,70.29
ITEM_00000258,ORD_00000108,PROD_000349,4,268.63,1074.52,87.58
ITEM_00000259,ORD_00000108,PROD_000225,1,820.85,820.85,83.01
ITEM_00000260,ORD_00000108,PROD_000468,1,972.34,972.34,171.77
ITEM_00000261,ORD_00000109,PROD_000296,5,240.38,1201.9,219.48
ITEM_00000262,ORD_00000109,PROD_000027,4,972.76,3891.04,137.77
ITEM_00000263,ORD_00000110,PROD_000182,4,371.42,1485.68,31.13
ITEM_00000264,ORD_00000110,PROD_000012,4,179.11,716.44,79.12
ITEM_00000265,ORD_00000110,PROD_000175,1,781.14,781.14,0.13
ITEM_00000266,ORD_00000110,PROD_000162,1,209.68,209.68,7.96
ITEM_00000267,ORD_00000110,PROD_000178,5,63.6,318.0,50.31
ITEM_00000268,ORD_00000111,PROD_000172,2,676.95,1353.9,243.72
ITEM_00000269,ORD_00000111,PROD_000385,5,695.42,3477.1,105.95
ITEM_00000270,ORD_00000111,PROD_000310,5,14.06,70.3,11.94
ITEM_00000271,ORD_00000111,PROD_000023,2,787.88,1575.76,110.09
ITEM_00000272,ORD_00000111,PROD_000484,2,628.32,1256.64,115.88
ITEM_00000273,ORD_00000112,PROD_000160,5,229.54,1147.7,167.18
ITEM_00000274,ORD_00000112,PROD_000219,1,704.3,704.3,74.42
ITEM_00000275,ORD_00000112,PROD_000463,3,698.08,2094.2400000000002,296.65
ITEM_00000276,ORD_00000112,PROD_000151,1,700.66,700.66,56.9
ITEM_00000277,ORD_00000113,PROD_000192,4,713.32,2853.28,281.34
ITEM_00000278,ORD_00000113,PROD_000097,1,211.95,211.95,27.58
ITEM_00000279,ORD_00000113,PROD_000180,4,385.62,1542.48,233.07
ITEM_00000280,ORD_00000113,PROD_000411,3,872.41,2617.23,432.12
ITEM_00000281,ORD_00000113,PROD_000123,2,852.86,1705.72,2.14
ITEM_00000282,ORD_00000113,PROD_000050,5,781.14,3905.7,408.26
ITEM_00000283,ORD_00000113,PROD_000474,3,576.48,1729.44,85.56
ITEM_00000284,ORD_00000114,PROD_000465,1,285.72,285.72,35.5
ITEM_00000285,ORD_00000114,PROD_000252,4,620.05,2480.2,300.95
ITEM_00000286,ORD_00000115,PROD_000055,4,592.77,2371.08,55.38
ITEM_00000287,ORD_00000115,PROD_000061,5,479.64,2398.2,333.25
ITEM_00000288,ORD_00000116,PROD_000160,3,229.54,688.62,133.58
ITEM_00000289,ORD_00000116,PROD_000250,4,253.77,1015.08,117.66
ITEM_00000290,ORD_00000117,PROD_000049,5,992.41,4962.05,638.37
ITEM_00000291,ORD_00000118,PROD_000340,5,43.12,215.6,29.87
ITEM_00000292,ORD_00000118,PROD_000073,3,804.23,2412.69,318.83
ITEM_00000293,ORD_00000119,PROD_000434,2,988.49,1976.98,290.39
ITEM_00000294,ORD_00000119,PROD_000116,1,703.86,703.86,139.46
ITEM_00000295,ORD_00000119,PROD_000360,2,710.98,1421.96,199.5
ITEM_00000296,ORD_00000120,PROD_000341,4,150.66,602.64,44.43
ITEM_00000297,ORD_00000120,PROD_000162,4,209.68,838.72,89.55
ITEM_00000298,ORD_00000121,PROD_000017,2,576.98,1153.96,141.16
ITEM_00000299,ORD_00000121,PROD_000434,3,988.49,2965.4700000000003,340.88
ITEM_00000300,ORD_00000122,PROD_000156,1,785.94,785.94,21.75
ITEM_00000301,ORD_00000123,PROD_000352,4,757.92,3031.68,123.78
ITEM_00000302,ORD_00000123,PROD_000441,5,67.92,339.6,34.45
ITEM_00000303,ORD_00000123,PROD_000474,5,576.48,2882.4,513.71
ITEM_00000304,ORD_00000124,PROD_000334,2,219.09,438.18,30.1
ITEM_00000305,ORD_00000124,PROD_000004,2,735.25,1470.5,177.15
ITEM_00000306,ORD_00000125,PROD_000397,4,179.48,717.92,90.21
ITEM_00000307,ORD_00000126,PROD_000486,1,806.08,806.08,123.17
ITEM_00000308,ORD_00000127,PROD_000151,3,700.66,2101.98,372.72
ITEM_00000309,ORD_00000127,PROD_000092,5,305.91,1529.5500000000002,263.59
ITEM_00000310,ORD_00000128,PROD_000102,1,195.1,195.1,17.37
ITEM_00000311,ORD_00000129,PROD_000302,4,836.74,3346.96,95.54
ITEM_00000312,ORD_00000129,PROD_000110,5,823.88,4119.4,339.44
ITEM_00000313,ORD_00000129,PROD_000243,5,733.47,3667.3500000000004,725.01
ITEM_00000314,ORD_00000130,PROD_000185,3,538.63,1615.8899999999999,20.34
ITEM_00000315,ORD_00000130,PROD_000273,4,760.19,3040.76,349.14
ITEM_00000316,ORD_00000130,PROD_000286,4,856.85,3427.4,332.07
ITEM_00000317,ORD_00000131,PROD_000139,5,521.2,2606.0,2.01
ITEM_00000318,ORD_00000131,PROD_000021,5,403.37,2016.85,184.45
ITEM_00000319,ORD_00000131,PROD_000335,4,162.71,650.84,33.18
ITEM_00000320,ORD_00000132,PROD_000089,3,935.95,2807.8500000000004,385.0
ITEM_00000321,ORD_00000132,PROD_000215,5,206.73,1033.6499999999999,58.76
ITEM_00000322,ORD_00000133,PROD_000229,3,930.9,2792.7,42.04
ITEM_00000323,ORD_00000133,PROD_000476,5,54.66,273.29999999999995,10.58
ITEM_00000324,ORD_00000134,PROD_000418,5,491.28,2456.3999999999996,394.0
ITEM_00000325,ORD_00000134,PROD_000359,3,43.69,131.07,2.95
ITEM_00000326,ORD_00000134,PROD_000492,4,469.51,1878.04,91.1
ITEM_00000327,ORD_00000134,PROD_000338,4,429.87,1719.48,178.48
ITEM_00000328,ORD_00000135,PROD_000009,3,213.48,640.4399999999999,26.42
ITEM_00000329,ORD_00000135,PROD_000197,5,139.95,699.75,75.07
ITEM_00000330,ORD_00000135,PROD_000178,5,63.6,318.0,6.79
ITEM_00000331,ORD_00000136,PROD_000310,4,14.06,56.24,3.3
ITEM_00000332,ORD_00000136,PROD_000085,5,526.76,2633.8,281.13
ITEM_00000333,ORD_00000136,PROD_000193,3,525.72,1577.16,91.48
ITEM_00000334,ORD_00000136,PROD_000250,1,253.77,253.77,40.21
ITEM_00000335,ORD_00000136,PROD_000145,2,947.77,1895.54,251.3
ITEM_00000336,ORD_00000136,PROD_000221,5,899.67,4498.349999999999,725.32
ITEM_00000337,ORD_00000136,PROD_000084,1,122.87,122.87,8.03
ITEM_00000338,ORD_00000137,PROD_000103,2,138.76,277.52,6.56
ITEM_00000339,ORD_00000138,PROD_000434,1,988.49,988.49,32.43
ITEM_00000340,ORD_00000138,PROD_000467,2,502.29,1004.58,193.12
ITEM_00000341,ORD_00000139,PROD_000167,1,930.41,930.41,73.82
ITEM_00000342,ORD_00000139,PROD_000007,3,734.66,2203.98,243.71
ITEM_00000343,ORD_00000139,PROD_000143,1,136.6,136.6,0.49
ITEM_00000344,ORD_00000139,PROD_000401,5,914.61,4573.05,163.84
ITEM_00000345,ORD_00000139,PROD_000266,5,545.93,2729.6499999999996,455.07
ITEM_00000346,ORD_00000140,PROD_000191,3,410.71,1232.1299999999999,128.16
ITEM_00000347,ORD_00000141,PROD_000048,2,128.61,257.22,0.03
ITEM_00000348,ORD_00000142,PROD_000053,5,207.41,1037.05,118.87
ITEM_00000349,ORD_00000142,PROD_000436,2,558.32,1116.64,195.4
ITEM_00000350,ORD_00000142,PROD_000023,1,787.88,787.88,51.98
ITEM_00000351,ORD_00000142,PROD_000401,3,914.61,2743.83,365.89
ITEM_00000352,ORD_00000142,PROD_000308,5,346.7,1733.5,191.05
ITEM_00000353,ORD_00000143,PROD_000073,5,804.23,4021.15,478.52
ITEM_00000354,ORD_00000143,PROD_000481,4,106.74,426.96,22.37
ITEM_00000355,ORD_00000143,PROD_000433,1,731.31,731.31,80.93
ITEM_00000356,ORD_00000144,PROD_000198,4,472.51,1890.04,372.05
ITEM_00000357,ORD_00000144,PROD_000183,2,816.04,1632.08,4.76
